timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,label
1772365102359,-0.22800002,-0.27600002,-9.625951,0.008525,-0.01925,-0.1274625,Sitting
1772365102359,-0.23205002,-0.33405003,-9.612,0.008525,-0.01925,-0.1274625,Sitting
1772365102359,-0.23205002,-0.33405003,-9.612,0.0235125,0.024475,-0.082775,Sitting
1772365102379,-0.26595002,-0.32895002,-9.72,0.0235125,0.024475,-0.082775,Sitting
1772365102379,-0.23700002,-0.28605002,-9.780001,0.0235125,0.024475,-0.082775,Sitting
1772365102379,-0.23700002,-0.28605002,-9.780001,0.01815,0.0510125,-0.0369875,Sitting
1772365102399,-0.22500001,-0.29805002,-9.7890005,0.01815,0.0510125,-0.0369875,Sitting
1772365102399,-0.15300001,-0.31905,-9.757951,0.01815,0.0510125,-0.0369875,Sitting
1772365102399,-0.15300001,-0.31905,-9.757951,0.010725,0.0413875,0.0045375,Sitting
1772365102424,-0.08595,-0.35505003,-9.717,0.010725,0.0413875,0.0045375,Sitting
1772365102425,0.034950003,-0.32700002,-9.724951,0.010725,0.0413875,0.0045375,Sitting
1772365102425,0.034950003,-0.32700002,-9.724951,0.0064625,0.057475,0.0312125,Sitting
1772365102457,0.102000006,-0.312,-9.732,0.0064625,0.057475,0.0312125,Sitting
1772365102457,0.09705,-0.33900002,-9.74895,0.0064625,0.057475,0.0312125,Sitting
1772365102457,0.09705,-0.33900002,-9.74895,0.0022,0.0424875,0.0375375,Sitting
1772365102458,0.19500001,-0.36495003,-9.67905,0.0022,0.0424875,0.0375375,Sitting
1772365102458,0.39405003,-0.30795002,-9.66705,0.0022,0.0424875,0.0375375,Sitting
1772365102458,0.39405003,-0.30795002,-9.66705,0.0042625,0.04895,0.02695,Sitting
1772365102478,0.41505003,-0.264,-9.67395,0.0042625,0.04895,0.02695,Sitting
1772365102478,0.38700002,-0.28605002,-9.76095,0.0042625,0.04895,0.02695,Sitting
1772365102478,0.38700002,-0.28605002,-9.76095,0.0075625,0.04895,-0.00605,Sitting
1772365102499,0.42495003,-0.31905,-9.81795,0.0075625,0.04895,-0.00605,Sitting
1772365102499,0.50595003,-0.33900002,-9.859051,0.0075625,0.04895,-0.00605,Sitting
1772365102499,0.50595003,-0.33900002,-9.859051,0.0,-0.0490875,-0.039049998,Sitting
1772365102518,0.52095,-0.35295,-9.889951,0.0,-0.0490875,-0.039049998,Sitting
1772365102519,0.528,-0.312,-9.828,0.0,-0.0490875,-0.039049998,Sitting
1772365102519,0.528,-0.312,-9.828,-0.0127875,-0.12045,-0.0796125,Sitting
1772365102538,0.50205004,-0.252,-9.777,-0.0127875,-0.12045,-0.0796125,Sitting
1772365102538,0.55695003,-0.24300002,-9.724951,-0.0127875,-0.12045,-0.0796125,Sitting
1772365102539,0.55695003,-0.24300002,-9.724951,-0.01485,-0.12045,-0.1254,Sitting
1772365102558,0.43500003,-0.23595001,-9.588,-0.01485,-0.12045,-0.1254,Sitting
1772365102559,0.25695002,-0.264,-9.580951,-0.01485,-0.12045,-0.1254,Sitting
1772365102559,0.25695002,-0.264,-9.580951,-0.0031625,-0.0512875,-0.1637625,Sitting
1772365102578,0.11595,-0.28605002,-9.61905,-0.0031625,-0.0512875,-0.1637625,Sitting
1772365102578,0.018000001,-0.27600002,-9.67395,-0.0031625,-0.0512875,-0.1637625,Sitting
1772365102579,0.018000001,-0.27600002,-9.67395,0.009625,-0.0352,-0.168025,Sitting
1772365102598,0.040050004,-0.24795002,-9.792001,0.009625,-0.0352,-0.168025,Sitting
1772365102599,0.040050004,-0.21900001,-9.804001,0.009625,-0.0352,-0.168025,Sitting
1772365102599,0.040050004,-0.21900001,-9.804001,0.0127875,-0.095975,-0.1626625,Sitting
1772365102618,-0.13905,-0.27405003,-9.828,0.0127875,-0.095975,-0.1626625,Sitting
1772365102618,-0.14400001,-0.28095,-9.78705,0.0127875,-0.095975,-0.1626625,Sitting
1772365102619,-0.14400001,-0.28095,-9.78705,0.0033,-0.12045,-0.14025,Sitting
1772365102638,-0.165,-0.33405003,-9.721951,0.0033,-0.12045,-0.14025,Sitting
1772365102638,-0.21300001,-0.32895002,-9.705001,0.0033,-0.12045,-0.14025,Sitting
1772365102638,-0.21300001,-0.32895002,-9.705001,-0.006325,-0.0672375,-0.115775,Sitting
1772365102658,-0.22995001,-0.33600003,-9.757951,-0.006325,-0.0672375,-0.115775,Sitting
1772365102658,-0.25395,-0.36,-9.700951,-0.006325,-0.0672375,-0.115775,Sitting
1772365102658,-0.25395,-0.36,-9.700951,-0.0105875,-0.0490875,-0.0774125,Sitting
1772365102678,-0.28995,-0.35295,-9.66195,-0.0105875,-0.0490875,-0.0774125,Sitting
1772365102678,-0.28500003,-0.33900002,-9.65505,-0.0105875,-0.0490875,-0.0774125,Sitting
1772365102678,-0.28500003,-0.33900002,-9.65505,-0.0042625,-0.026675,-0.033825,Sitting
1772365102698,-0.201,-0.29805002,-9.732,-0.0042625,-0.026675,-0.033825,Sitting
1772365102698,-0.17505,-0.31905,-9.780001,-0.0042625,-0.026675,-0.033825,Sitting
1772365102698,-0.17505,-0.31905,-9.780001,-0.0094875,-0.009625,-0.0028875,Sitting
1772365102718,-0.14400001,-0.36,-9.83205,-0.0094875,-0.009625,-0.0028875,Sitting
1772365102718,-0.16305001,-0.35295,-9.847051,-0.0094875,-0.009625,-0.0028875,Sitting
1772365102718,-0.16305001,-0.35295,-9.847051,-0.024475,0.006325,0.0204875,Sitting
1772365102738,-0.165,-0.33405003,-9.873,-0.024475,0.006325,0.0204875,Sitting
1772365102738,-0.15795001,-0.33105,-9.81795,-0.024475,0.006325,0.0204875,Sitting
1772365102738,-0.15795001,-0.33105,-9.81795,-0.0532125,0.0350625,0.044,Sitting
1772365102757,-0.16800001,-0.35805002,-9.681001,-0.0532125,0.0350625,0.044,Sitting
1772365102758,-0.22995001,-0.36,-9.688951,-0.0532125,0.0350625,0.044,Sitting
1772365102758,-0.22995001,-0.36,-9.688951,-0.047849998,0.0265375,0.070675,Sitting
1772365102778,-0.402,-0.40995002,-9.849001,-0.047849998,0.0265375,0.070675,Sitting
1772365102778,-0.44595003,-0.39900002,-9.86295,-0.047849998,0.0265375,0.070675,Sitting
1772365102778,-0.44595003,-0.39900002,-9.86295,-0.0628375,-0.0394625,0.1335125,Sitting
1772365102798,-0.39795002,-0.32895002,-9.769951,-0.0628375,-0.0394625,0.1335125,Sitting
1772365102798,-0.46005002,-0.24300002,-9.693001,-0.0628375,-0.0394625,0.1335125,Sitting
1772365102798,-0.46005002,-0.24300002,-9.693001,-0.0798875,-0.029975,0.1973125,Sitting
1772365102817,-0.73800004,-0.23295002,-9.84,-0.0798875,-0.029975,0.1973125,Sitting
1772365102817,-0.84300005,-0.19005,-9.922951,-0.0798875,-0.029975,0.1973125,Sitting
1772365102818,-0.84300005,-0.19005,-9.922951,-0.11715,-0.076725,0.2910875,Sitting
1772365102837,-0.57000005,-0.102000006,-9.81105,-0.11715,-0.076725,0.2910875,Sitting
1772365102838,-0.20595,-0.10605001,-9.531,-0.11715,-0.076725,0.2910875,Sitting
1772365102838,-0.20595,-0.10605001,-9.531,-0.141625,-0.2344375,0.33261248,Sitting
1772365102857,-0.109950006,-0.23595001,-9.247951,-0.141625,-0.2344375,0.33261248,Sitting
1772365102857,0.30795002,-0.24000001,-9.403951,-0.141625,-0.2344375,0.33261248,Sitting
1772365102858,0.30795002,-0.24000001,-9.403951,-0.1054625,-0.1065625,0.33261248,Sitting
1772365102877,0.90405005,-0.21195,-9.648001,-0.1054625,-0.1065625,0.33261248,Sitting
1772365102878,1.1740501,-0.20895001,-9.76305,-0.1054625,-0.1065625,0.33261248,Sitting
1772365102878,1.1740501,-0.20895001,-9.76305,-0.125675,0.0031625,0.201575,Sitting
1772365102897,1.0690501,-0.25695002,-9.705001,-0.125675,0.0031625,0.201575,Sitting
1772365102897,0.70500004,-0.25995,-9.61005,-0.125675,0.0031625,0.201575,Sitting
1772365102898,0.70500004,-0.25995,-9.61005,-0.140525,-0.0405625,0.0823625,Sitting
1772365102917,0.19500001,-0.18795002,-9.658051,-0.140525,-0.0405625,0.0823625,Sitting
1772365102917,-0.19695,-0.10395,-9.727051,-0.140525,-0.0405625,0.0823625,Sitting
1772365102917,-0.19695,-0.10395,-9.727051,-0.1203125,-0.1161875,0.050325,Sitting
1772365102937,-0.333,-0.027,-9.7890005,-0.1203125,-0.1161875,0.050325,Sitting
1772365102937,-0.30705002,0.04095,-9.816001,-0.1203125,-0.1161875,0.050325,Sitting
1772365102937,-0.30705002,0.04095,-9.816001,-0.125675,-0.0672375,0.0823625,Sitting
1772365102957,-0.24705002,0.072000004,-9.91905,-0.125675,-0.0672375,0.0823625,Sitting
1772365102957,-0.16305001,0.058050003,-10.06005,-0.125675,-0.0672375,0.0823625,Sitting
1772365102957,-0.16305001,0.058050003,-10.06005,-0.1566125,-0.0086624995,0.09515,Sitting
1772365102977,-0.064950004,0.031050002,-10.122001,-0.1566125,-0.0086624995,0.09515,Sitting
1772365102977,0.00405,0.00795,-10.036051,-0.1566125,-0.0086624995,0.09515,Sitting
1772365102977,0.00405,0.00795,-10.036051,-0.1959375,-0.1364,0.09185,Sitting
1772365102997,0.07305,0.02205,-9.816001,-0.1959375,-0.1364,0.09185,Sitting
1772365102997,0.13305001,0.063,-9.636001,-0.1959375,-0.1364,0.09185,Sitting
1772365102997,0.13305001,0.063,-9.636001,-0.210925,-0.180125,0.0759,Sitting
1772365103017,0.135,0.096,-9.526051,-0.210925,-0.180125,0.0759,Sitting
1772365103017,0.09900001,0.14895001,-9.436951,-0.210925,-0.180125,0.0759,Sitting
1772365103017,0.09900001,0.14895001,-9.436951,-0.190575,-0.0842875,0.0323125,Sitting
